,Phenotype,Chromosome,Position,LOD,Max LOD
463,LOD SQDG_18_1,8,19.75,2.846322023,FALSE
464,LOD SQDG_18_1,8,20,2.906504011,TRUE
465,LOD SQDG_18_1,8,20.35,2.903420688,FALSE
466,LOD SQDG_18_1,8,20.35,2.903420688,FALSE
467,LOD SQDG_18_1,8,20.35,2.903420688,FALSE
468,LOD SQDG_18_1,8,20.96,2.898046898,FALSE
469,LOD SQDG_18_1,8,20.96,2.898046898,FALSE
470,LOD SQDG_18_1,8,22.81,2.881749335,FALSE
471,LOD SQDG_18_1,8,22.81,2.881749335,FALSE
472,LOD SQDG_18_1,8,23.42,2.876375544,FALSE
473,LOD SQDG_18_1,8,23.42,2.876375544,FALSE
474,LOD SQDG_18_1,8,23.42,2.876375544,FALSE
475,LOD SQDG_18_1,8,24.03,2.871001754,FALSE
476,LOD SQDG_18_1,8,24.03,2.871001754,FALSE
477,LOD SQDG_18_1,8,24.03,2.871001754,FALSE
478,LOD SQDG_18_1,8,25,2.862456545,FALSE
479,LOD SQDG_18_2,6,70,2.633146419,FALSE
480,LOD SQDG_18_2,6,75,2.845108428,TRUE
481,LOD SQDG_18_3,7,40,2.618475723,TRUE
482,LOD SQDG_18_3,8,12.93,3.072916893,FALSE
483,LOD SQDG_18_3,8,14.8,3.649210234,FALSE
484,LOD SQDG_18_3,8,15,3.710845886,TRUE
485,LOD SQDG_18_3,8,15.41,3.633931665,FALSE
486,LOD SQDG_18_3,8,15.41,3.633931665,FALSE
487,LOD SQDG_18_3,8,15.41,3.633931665,FALSE
488,LOD SQDG_18_3,8,15.41,3.633931665,FALSE
489,LOD SQDG_18_3,8,17.92,3.163066558,FALSE
490,LOD SQDG_18_3,8,17.92,3.163066558,FALSE
491,LOD SQDG_18_3,8,18.53,3.048633205,FALSE
492,LOD SQDG_18_3,8,19.14,2.934199853,FALSE
493,LOD SQDG_18_3,8,19.75,2.8197665,FALSE
494,LOD SQDG_18_3,8,20,2.772867585,FALSE
495,LOD SQDG_18_3,8,20.35,2.760185023,FALSE
496,LOD SQDG_18_3,8,20.35,2.760185023,FALSE
497,LOD SQDG_18_3,8,20.35,2.760185023,FALSE
498,LOD SQDG_18_3,8,20.96,2.738081129,FALSE
499,LOD SQDG_18_3,8,20.96,2.738081129,FALSE
500,LOD SQDG_18_3,8,22.81,2.671044729,FALSE
501,LOD SQDG_18_3,8,22.81,2.671044729,FALSE
502,LOD SQDG_18_3,8,23.42,2.648940835,FALSE
503,LOD SQDG_18_3,8,23.42,2.648940835,FALSE
504,LOD SQDG_18_3,8,23.42,2.648940835,FALSE
505,LOD SQDG_18_3,8,24.03,2.626836941,FALSE
506,LOD SQDG_18_3,8,24.03,2.626836941,FALSE
507,LOD SQDG_18_3,8,24.03,2.626836941,FALSE
508,LOD SQDG_18_3,8,25,2.591688125,FALSE
509,LOD PEPI_16_0,3,95,2.570748052,TRUE
510,LOD PEPI_16_0,7,60,2.690497385,FALSE
511,LOD PEPI_16_0,7,60.23,2.758070724,FALSE
512,LOD PEPI_16_0,7,60.83,2.934349001,FALSE
513,LOD PEPI_16_0,7,62.03,3.286905554,FALSE
514,LOD PEPI_16_0,7,62.63,3.463183831,FALSE
515,LOD PEPI_16_0,7,63.83,3.815740384,FALSE
516,LOD PEPI_16_0,7,65,4.159483024,FALSE
517,LOD PEPI_16_0,7,65.69,4.249590882,FALSE
518,LOD PEPI_16_0,7,65.69,4.249590882,FALSE
519,LOD PEPI_16_0,7,66.89,4.406300201,FALSE
520,LOD PEPI_16_0,7,66.89,4.406300201,FALSE
521,LOD PEPI_16_0,7,67.49,4.48465486,FALSE
522,LOD PEPI_16_0,7,68.09,4.56300952,FALSE
523,LOD PEPI_16_0,7,69.31,4.72233066,FALSE
524,LOD PEPI_16_0,7,69.31,4.72233066,FALSE
525,LOD PEPI_16_0,7,70,4.812438519,TRUE
526,LOD PEPI_16_0,7,71.14,4.334433397,FALSE
527,LOD PEPI_16_0,7,71.73,4.087044782,FALSE
528,LOD PEPI_16_0,7,73.56,3.319720771,FALSE
529,LOD PEPI_16_0,7,73.56,3.319720771,FALSE
530,LOD PEPI_16_0,7,75,2.715924828,FALSE
531,LOD PEPI_16_0,7,75.42,2.760655826,FALSE
532,LOD PEPI_16_0,7,75.42,2.760655826,FALSE
533,LOD PEPI_16_0,7,76.02,2.824557252,FALSE
534,LOD PEPI_16_0,7,76.02,2.824557252,FALSE
535,LOD PEPI_16_0,7,76.61,2.887393654,FALSE
536,LOD PEPI_16_0,7,76.61,2.887393654,FALSE
537,LOD PEPI_16_0,7,77.22,2.952360104,FALSE
538,LOD PEPI_16_0,7,77.22,2.952360104,FALSE
539,LOD PEPI_16_0,7,79.07,3.149389501,FALSE
540,LOD PEPI_16_0,7,79.07,3.149389501,FALSE
541,LOD PEPI_16_0,7,80,3.248436711,FALSE
542,LOD PEPI_16_0,7,80.9,2.901888156,FALSE
543,LOD PEPI_16_0,7,80.9,2.901888156,FALSE
544,LOD PEPI_18_1,4,54.09,2.795091396,FALSE
545,LOD PEPI_18_1,4,54.09,2.795091396,FALSE
546,LOD PEPI_18_1,4,54.71,2.919713139,FALSE
547,LOD PEPI_18_1,4,55,2.978003954,FALSE
548,LOD PEPI_18_1,4,55.31,3.005201006,FALSE
549,LOD PEPI_18_1,4,55.31,3.005201006,FALSE
550,LOD PEPI_18_1,4,55.91,3.05784046,FALSE
551,LOD PEPI_18_1,4,59.04,3.332442946,FALSE
552,LOD PEPI_18_1,4,59.04,3.332442946,FALSE
553,LOD PEPI_18_1,4,59.04,3.332442946,FALSE
554,LOD PEPI_18_1,4,59.04,3.332442946,FALSE
555,LOD PEPI_18_1,4,59.64,3.3850824,FALSE
556,LOD PEPI_18_1,4,60,3.416666073,TRUE
557,LOD PEPI_18_1,4,60.23,3.41290308,FALSE
558,LOD PEPI_18_1,4,60.23,3.41290308,FALSE
559,LOD PEPI_18_1,4,60.83,3.403086579,FALSE
560,LOD PEPI_18_1,4,60.83,3.403086579,FALSE
561,LOD PEPI_18_1,4,61.43,3.393270078,FALSE
562,LOD PEPI_18_1,4,62.02,3.383617185,FALSE
563,LOD PEPI_18_1,4,62.02,3.383617185,FALSE
564,LOD PEPI_18_1,4,63.24,3.363656965,FALSE
565,LOD PEPI_18_1,4,63.24,3.363656965,FALSE
566,LOD PEPI_18_1,4,64.45,3.343860354,FALSE
567,LOD PEPI_18_1,4,64.45,3.343860354,FALSE
568,LOD PEPI_18_1,7,14.71,2.709420019,FALSE
569,LOD PEPI_18_1,7,15,2.826736217,TRUE
570,LOD PEPI_18_1,9,0,2.998436416,TRUE
571,LOD PEPI_18_1,9,0.6,2.821292967,FALSE
572,LOD PEPI_18_1,9,0.6,2.821292967,FALSE
573,LOD PEPI_18_1,9,1.2,2.644149518,FALSE
574,LOD PEPI_18_1,9,75.58,2.656105308,FALSE
575,LOD PEPI_18_1,9,75.58,2.656105308,FALSE
576,LOD PEPI_18_1,9,78.71,3.015019952,FALSE
577,LOD PEPI_18_1,9,80,3.16294324,FALSE
578,LOD PEPI_18_1,9,81.22,3.873227829,FALSE
579,LOD PEPI_18_1,9,81.22,3.873227829,FALSE
580,LOD PEPI_18_1,9,85,6.073945653,FALSE
581,LOD PEPI_18_1,9,85.71,6.470308763,FALSE
582,LOD PEPI_18_1,9,85.71,6.470308763,FALSE
583,LOD PEPI_18_1,9,86.93,7.151383403,FALSE
584,LOD PEPI_18_1,9,90,8.865235162,TRUE
585,LOD PEPI_18_1,9,90.1,8.828355151,FALSE
586,LOD PEPI_18_1,9,91.31,8.382107023,FALSE
587,LOD PEPI_18_1,9,91.31,8.382107023,FALSE
588,LOD PEPI_18_1,9,91.91,8.160826959,FALSE
589,LOD PEPI_18_1,9,92.51,7.939546896,FALSE
590,LOD PEPI_18_1,9,92.51,7.939546896,FALSE
591,LOD PEPI_18_1,9,93.15,7.703514828,FALSE
592,LOD PEPI_18_1,9,93.15,7.703514828,FALSE
593,LOD PEPI_18_1,9,93.76,7.478546763,FALSE
594,LOD PEPI_18_1,9,95,7.021234632,FALSE
595,LOD PEPI_18_1,9,95.59,6.667932988,FALSE
596,LOD PEPI_18_1,9,98.07,5.18286845,FALSE
597,LOD PEPI_18_1,9,100,4.027152903,FALSE
598,LOD PEPI_18_1,9,100.54,4.13312388,FALSE
599,LOD PEPI_18_1,9,101.74,4.368614942,FALSE
600,LOD PEPI_18_1,9,101.74,4.368614942,FALSE
601,LOD PEPI_18_1,9,102.96,4.608030855,FALSE
602,LOD PEPI_18_1,9,103.56,4.725776386,FALSE
603,LOD PEPI_18_1,9,104.15,4.841559491,FALSE
604,LOD PEPI_18_1,10,0,4.488150874,TRUE
605,LOD PEPI_18_1,10,0,4.488150874,FALSE
606,LOD PEPI_18_1,10,2.47,3.976119885,FALSE
607,LOD PEPI_18_1,10,2.47,3.976119885,FALSE
608,LOD PEPI_18_1,10,3.07,3.851739888,FALSE
609,LOD PEPI_18_1,10,3.07,3.851739888,FALSE
610,LOD PEPI_18_1,10,3.68,3.725286891,FALSE
611,LOD PEPI_18_1,10,4.27,3.602979893,FALSE
612,LOD PEPI_18_1,10,4.87,3.478599896,FALSE
613,LOD PEPI_18_1,10,4.87,3.478599896,FALSE
614,LOD PEPI_18_1,10,5,3.451650897,FALSE
615,LOD PEPI_18_1,10,5.49,3.429210423,FALSE
616,LOD PEPI_18_1,10,5.49,3.429210423,FALSE
617,LOD PEPI_18_1,10,5.49,3.429210423,FALSE
618,LOD PEPI_18_1,10,5.49,3.429210423,FALSE
619,LOD PEPI_18_1,10,6.1,3.401274322,FALSE
620,LOD PEPI_18_1,10,6.7,3.373796191,FALSE
621,LOD PEPI_18_1,10,7.31,3.34586009,FALSE
622,LOD PEPI_18_1,10,7.91,3.318381959,FALSE
623,LOD PEPI_18_1,10,9.76,3.23365772,FALSE
624,LOD PEPI_18_1,10,10,3.222666467,FALSE
625,LOD PEPI_18_1,10,11.61,3.123445169,FALSE
626,LOD PEPI_18_1,10,12.22,3.085852006,FALSE
627,LOD PEPI_18_1,10,12.22,3.085852006,FALSE
628,LOD PEPI_18_1,10,12.22,3.085852006,FALSE
629,LOD PEPI_18_1,10,12.83,3.048258843,FALSE
630,LOD PEPI_18_1,10,13.43,3.011281962,FALSE
631,LOD PEPI_18_1,10,14.03,2.97430508,FALSE
632,LOD PEPI_18_1,10,15,2.914525789,FALSE
633,LOD PEPI_18_1,10,15.24,2.809086432,FALSE
634,LOD PEPI_18_2,2,0,2.995508511,TRUE
635,LOD PEPI_18_2,2,0.6,2.917143747,FALSE
636,LOD PEPI_18_2,2,1.8,2.760414218,FALSE
637,LOD PEPI_18_2,2,2.4,2.682049454,FALSE
638,LOD PEPI_18_2,2,2.4,2.682049454,FALSE
639,LOD PEPI_18_2,2,2.4,2.682049454,FALSE
640,LOD PEPI_18_2,2,2.4,2.682049454,FALSE
641,LOD PEPI_18_2,2,3,2.60368469,FALSE
642,LOD PEPI_18_2,2,3,2.60368469,FALSE
643,LOD PEPI_18_2,2,12.92,2.750318355,FALSE
644,LOD PEPI_18_2,2,15,2.996413519,TRUE
645,LOD PEPI_18_2,2,15.39,2.906292418,FALSE
646,LOD PEPI_18_2,2,16.6,2.626685926,FALSE
647,LOD PEPI_18_2,5,45,3.102397257,TRUE
648,LOD PEPI_18_2,5,47.05,2.994506095,FALSE
649,LOD PEPI_18_2,6,20,2.598733441,TRUE
650,LOD PEPI_18_2,6,33.79,2.661805208,FALSE
651,LOD PEPI_18_2,6,33.79,2.661805208,FALSE
652,LOD PEPI_18_2,6,33.79,2.661805208,FALSE
653,LOD PEPI_18_2,6,33.79,2.661805208,FALSE
654,LOD PEPI_18_2,6,34.99,2.987732819,FALSE
655,LOD PEPI_18_2,6,35,2.990448882,FALSE
656,LOD PEPI_18_2,6,38.12,3.176922538,FALSE
657,LOD PEPI_18_2,6,38.72,3.212782856,FALSE
658,LOD PEPI_18_2,6,40,3.289284868,TRUE
659,LOD PEPI_18_2,6,41.25,3.227108553,FALSE
660,LOD PEPI_18_2,6,41.25,3.227108553,FALSE
661,LOD PEPI_18_2,6,41.88,3.195771691,FALSE
662,LOD PEPI_18_2,6,42.5,3.164932238,FALSE
663,LOD PEPI_18_2,6,43.11,3.134590197,FALSE
664,LOD PEPI_18_2,6,43.73,3.103750745,FALSE
665,LOD PEPI_18_2,6,43.73,3.103750745,FALSE
666,LOD PEPI_18_2,6,43.73,3.103750745,FALSE
667,LOD PEPI_18_2,6,44.96,3.042569251,FALSE
668,LOD PEPI_18_2,6,44.96,3.042569251,FALSE
669,LOD PEPI_18_2,6,44.96,3.042569251,FALSE
670,LOD PEPI_18_2,6,44.96,3.042569251,FALSE
671,LOD PEPI_18_2,6,45,3.040579609,FALSE
672,LOD PEPI_18_2,6,45.58,2.759973194,FALSE
673,LOD PEPI_18_2,6,45.58,2.759973194,FALSE
674,LOD PEPI_18_2,6,65,2.760043389,TRUE
675,LOD PEPI_18_2,6,66.27,2.739998361,FALSE
676,LOD PEPI_18_2,6,66.27,2.739998361,FALSE
677,LOD PEPI_18_2,6,66.87,2.730528268,FALSE
678,LOD PEPI_18_2,6,70,2.681125954,FALSE
679,LOD PEPI_18_2,10,0,3.629553374,FALSE
680,LOD PEPI_18_2,10,0,3.629553374,FALSE
681,LOD PEPI_18_2,10,2.47,4.185132313,FALSE
682,LOD PEPI_18_2,10,2.47,4.185132313,FALSE
683,LOD PEPI_18_2,10,3.07,4.32009076,FALSE
684,LOD PEPI_18_2,10,3.07,4.32009076,FALSE
685,LOD PEPI_18_2,10,3.68,4.457298515,FALSE
686,LOD PEPI_18_2,10,4.27,4.590007654,FALSE
687,LOD PEPI_18_2,10,4.87,4.724966101,FALSE
688,LOD PEPI_18_2,10,4.87,4.724966101,FALSE
689,LOD PEPI_18_2,10,5,4.754207098,TRUE
690,LOD PEPI_18_2,10,5.49,4.545908159,FALSE
691,LOD PEPI_18_2,10,5.49,4.545908159,FALSE
692,LOD PEPI_18_2,10,5.49,4.545908159,FALSE
693,LOD PEPI_18_2,10,5.49,4.545908159,FALSE
694,LOD PEPI_18_2,10,6.1,4.286597234,FALSE
695,LOD PEPI_18_2,10,6.7,4.031537309,FALSE
696,LOD PEPI_18_2,10,7.31,3.772226384,FALSE
697,LOD PEPI_18_2,10,7.91,3.517166459,FALSE
698,LOD PEPI_18_2,10,9.76,2.730731688,FALSE
699,LOD PEPI_18_2,10,10,2.628707718,FALSE
700,LOD PEPI_18_3,6,9.65,2.678271635,FALSE
701,LOD PEPI_18_3,6,10,2.809053109,TRUE
702,LOD PEPI_18_3,6,10.85,2.630102012,FALSE
703,LOD PEPI_18_3,6,10.85,2.630102012,FALSE
704,LOD PEPI_18_3,7,65,2.795410381,TRUE
705,LOD PEPI_18_3,10,3.07,2.62584501,FALSE
706,LOD PEPI_18_3,10,3.07,2.62584501,FALSE
707,LOD PEPI_18_3,10,3.68,2.67732008,FALSE
708,LOD PEPI_18_3,10,4.27,2.727107442,FALSE
709,LOD PEPI_18_3,10,4.87,2.777738658,FALSE
710,LOD PEPI_18_3,10,4.87,2.777738658,FALSE
711,LOD PEPI_18_3,10,5,2.788708755,TRUE
712,LOD PEPI_18_3,10,5.49,2.693952955,FALSE
713,LOD PEPI_18_3,10,5.49,2.693952955,FALSE
714,LOD PEPI_18_3,10,5.49,2.693952955,FALSE
715,LOD PEPI_18_3,10,5.49,2.693952955,FALSE
