,Phenotype,Chromosome,Position,LOD,Max LOD
6141,LOD MGDG_16_0,9,8.48,0.151185584,FALSE
6142,LOD MGDG_16_0,9,9.68,0.089980347,FALSE
6143,LOD MGDG_16_0,9,10,0.07365895,FALSE
6144,LOD MGDG_16_0,9,10.89,0.067561528,FALSE
6145,LOD MGDG_16_0,9,11.48,0.063519417,FALSE
6146,LOD MGDG_16_0,9,12.69,0.055229663,FALSE
6147,LOD MGDG_16_0,9,13.89,0.04700842,FALSE
6148,LOD MGDG_16_0,9,13.89,0.04700842,FALSE
6149,LOD MGDG_16_0,9,14.52,0.042692267,FALSE
6150,LOD MGDG_16_0,9,15,0.03940377,FALSE
6151,LOD MGDG_16_0,9,15.11,0.041148295,FALSE
6152,LOD MGDG_16_0,9,18.24,0.090787959,FALSE
6153,LOD MGDG_16_0,9,18.24,0.090787959,FALSE
6154,LOD MGDG_16_0,9,18.24,0.090787959,FALSE
6155,LOD MGDG_16_0,9,18.84,0.10030355,FALSE
6156,LOD MGDG_16_0,9,19.44,0.109819141,FALSE
6157,LOD MGDG_16_0,9,20,0.118700359,FALSE
6158,LOD MGDG_16_0,9,21.27,0.303202983,FALSE
6159,LOD MGDG_16_0,9,25,0.845088642,FALSE
6160,LOD MGDG_16_0,9,25.07,0.846382348,FALSE
6161,LOD MGDG_16_0,9,25.07,0.846382348,FALSE
6162,LOD MGDG_16_0,9,25.68,0.857656069,FALSE
6163,LOD MGDG_16_0,9,25.68,0.857656069,FALSE
6164,LOD MGDG_16_0,9,25.68,0.857656069,FALSE
6165,LOD MGDG_16_0,9,26.28,0.868744975,FALSE
6166,LOD MGDG_16_0,9,26.28,0.868744975,FALSE
6167,LOD MGDG_16_0,9,26.87,0.879649065,FALSE
6168,LOD MGDG_16_0,9,28.08,0.902011692,FALSE
6169,LOD MGDG_16_0,9,28.08,0.902011692,FALSE
6170,LOD MGDG_16_0,9,28.68,0.913100598,FALSE
6171,LOD MGDG_16_0,9,28.68,0.913100598,FALSE
6172,LOD MGDG_16_0,9,28.68,0.913100598,FALSE
6173,LOD MGDG_16_0,9,28.68,0.913100598,FALSE
6174,LOD MGDG_16_0,9,28.68,0.913100598,FALSE
6175,LOD MGDG_16_0,9,29.28,0.924189504,FALSE
6176,LOD MGDG_16_0,9,29.28,0.924189504,FALSE
6177,LOD MGDG_16_0,9,29.88,0.935278409,FALSE
6178,LOD MGDG_16_0,9,29.88,0.935278409,FALSE
6179,LOD MGDG_16_0,9,30,0.937496191,FALSE
6180,LOD MGDG_16_0,9,30.47,0.894179655,FALSE
6181,LOD MGDG_16_0,9,30.47,0.894179655,FALSE
6182,LOD MGDG_16_0,9,31.08,0.837960321,FALSE
6183,LOD MGDG_16_0,9,31.67,0.783584243,FALSE
6184,LOD MGDG_16_0,9,32.89,0.671145575,FALSE
6185,LOD MGDG_16_0,9,32.89,0.671145575,FALSE
6186,LOD MGDG_16_0,9,32.89,0.671145575,FALSE
6187,LOD MGDG_16_0,9,34.72,0.502487573,FALSE
6188,LOD MGDG_16_0,9,35,0.476681978,FALSE
6189,LOD MGDG_16_0,9,35.93,0.510077601,FALSE
6190,LOD MGDG_16_0,9,35.93,0.510077601,FALSE
6191,LOD MGDG_16_0,9,36.54,0.531982258,FALSE
6192,LOD MGDG_16_0,9,36.54,0.531982258,FALSE
6193,LOD MGDG_16_0,9,36.54,0.531982258,FALSE
6194,LOD MGDG_16_0,9,37.15,0.553886915,FALSE
6195,LOD MGDG_16_0,9,37.15,0.553886915,FALSE
6196,LOD MGDG_16_0,9,37.75,0.575432479,FALSE
6197,LOD MGDG_16_0,9,40,0.656228343,FALSE
6198,LOD MGDG_16_0,9,41.55,0.494532372,FALSE
6199,LOD MGDG_16_0,9,41.55,0.494532372,FALSE
6200,LOD MGDG_16_0,9,41.55,0.494532372,FALSE
6201,LOD MGDG_16_0,9,42.16,0.430897183,FALSE
6202,LOD MGDG_16_0,9,42.75,0.369348395,FALSE
6203,LOD MGDG_16_0,9,43.35,0.306756406,FALSE
6204,LOD MGDG_16_0,9,43.35,0.306756406,FALSE
6205,LOD MGDG_16_0,9,43.35,0.306756406,FALSE
6206,LOD MGDG_16_0,9,43.35,0.306756406,FALSE
6207,LOD MGDG_16_0,9,43.35,0.306756406,FALSE
6208,LOD MGDG_16_0,9,44.57,0.179486029,FALSE
6209,LOD MGDG_16_0,9,44.57,0.179486029,FALSE
6210,LOD MGDG_16_0,9,44.57,0.179486029,FALSE
6211,LOD MGDG_16_0,9,45,0.134628437,FALSE
6212,LOD MGDG_16_0,9,46.42,0.169778197,FALSE
6213,LOD MGDG_16_0,9,46.42,0.169778197,FALSE
6214,LOD MGDG_16_0,9,48.25,0.215076832,FALSE
6215,LOD MGDG_16_0,9,50,0.258395198,FALSE
6216,LOD MGDG_16_0,9,50.08,0.266678246,FALSE
6217,LOD MGDG_16_0,9,50.08,0.266678246,FALSE
6218,LOD MGDG_16_0,9,50.68,0.3288011,FALSE
6219,LOD MGDG_16_0,9,51.28,0.390923955,FALSE
6220,LOD MGDG_16_0,9,51.87,0.452011428,FALSE
6221,LOD MGDG_16_0,9,53.08,0.577292518,FALSE
6222,LOD MGDG_16_0,9,53.67,0.638379992,FALSE
6223,LOD MGDG_16_0,9,54.88,0.763661082,FALSE
6224,LOD MGDG_16_0,9,54.88,0.763661082,FALSE
6225,LOD MGDG_16_0,9,55,0.776085653,FALSE
6226,LOD MGDG_16_0,9,55.48,0.710625786,FALSE
6227,LOD MGDG_16_0,9,56.08,0.628800952,FALSE
6228,LOD MGDG_16_0,9,56.68,0.546976119,FALSE
6229,LOD MGDG_16_0,9,56.68,0.546976119,FALSE
6230,LOD MGDG_16_0,9,56.68,0.546976119,FALSE
6231,LOD MGDG_16_0,9,56.68,0.546976119,FALSE
6232,LOD MGDG_16_0,9,57.27,0.466515033,FALSE
6233,LOD MGDG_16_0,9,57.27,0.466515033,FALSE
6234,LOD MGDG_16_0,9,57.88,0.383326452,FALSE
6235,LOD MGDG_16_0,9,57.88,0.383326452,FALSE
6236,LOD MGDG_16_0,9,59.73,0.131033215,FALSE
6237,LOD MGDG_16_0,9,59.73,0.131033215,FALSE
6238,LOD MGDG_16_0,9,60,0.09421204,FALSE
6239,LOD MGDG_16_0,9,61.56,0.104718066,FALSE
6240,LOD MGDG_16_0,9,62.76,0.112799624,FALSE
6241,LOD MGDG_16_0,9,64.59,0.125124,FALSE
6242,LOD MGDG_16_0,9,65,0.127885199,FALSE
6243,LOD MGDG_16_0,9,65.19,0.123929299,FALSE
6244,LOD MGDG_16_0,9,66.41,0.098528253,FALSE
6245,LOD MGDG_16_0,9,67.01,0.086035936,FALSE
6246,LOD MGDG_16_0,9,67.61,0.073543619,FALSE
6247,LOD MGDG_16_0,9,70,0.023782554,FALSE
6248,LOD MGDG_16_0,9,70.08,0.02361633,FALSE
6249,LOD MGDG_16_0,9,70.08,0.02361633,FALSE
6250,LOD MGDG_16_0,9,70.68,0.022369652,FALSE
6251,LOD MGDG_16_0,9,72.51,0.018567284,FALSE
6252,LOD MGDG_16_0,9,74.98,0.013435125,FALSE
6253,LOD MGDG_16_0,9,74.98,0.013435125,FALSE
6254,LOD MGDG_16_0,9,74.98,0.013435125,FALSE
6255,LOD MGDG_16_0,9,75,0.013393569,FALSE
6256,LOD MGDG_16_0,9,75.58,0.016738927,FALSE
6257,LOD MGDG_16_0,9,75.58,0.016738927,FALSE
6258,LOD MGDG_16_0,9,78.71,0.034792319,FALSE
6259,LOD MGDG_16_0,9,80,0.042232854,FALSE
6260,LOD MGDG_16_0,9,81.22,0.094418985,FALSE
6261,LOD MGDG_16_0,9,81.22,0.094418985,FALSE
6262,LOD MGDG_16_0,9,85,0.256110439,FALSE
6263,LOD MGDG_16_0,9,85.71,0.229150799,FALSE
6264,LOD MGDG_16_0,9,85.71,0.229150799,FALSE
6265,LOD MGDG_16_0,9,86.93,0.182825782,FALSE
6266,LOD MGDG_16_0,9,90,0.066253815,FALSE
6267,LOD MGDG_16_0,9,90.1,0.071945767,FALSE
6268,LOD MGDG_16_0,9,91.31,0.140818377,FALSE
6269,LOD MGDG_16_0,9,91.31,0.140818377,FALSE
6270,LOD MGDG_16_0,9,91.91,0.174970084,FALSE
6271,LOD MGDG_16_0,9,92.51,0.209121792,FALSE
6272,LOD MGDG_16_0,9,92.51,0.209121792,FALSE
6273,LOD MGDG_16_0,9,93.15,0.24555028,FALSE
6274,LOD MGDG_16_0,9,93.15,0.24555028,FALSE
6275,LOD MGDG_16_0,9,93.76,0.280271182,FALSE
6276,LOD MGDG_16_0,9,95,0.350851378,FALSE
6277,LOD MGDG_16_0,9,95.59,0.322587159,FALSE
6278,LOD MGDG_16_0,9,98.07,0.20378163,FALSE
6279,LOD MGDG_16_0,9,100,0.111324102,FALSE
6280,LOD MGDG_16_0,9,100.54,0.128457166,FALSE
6281,LOD MGDG_16_0,9,101.74,0.166530643,FALSE
6282,LOD MGDG_16_0,9,101.74,0.166530643,FALSE
6283,LOD MGDG_16_0,9,102.96,0.205238678,FALSE
6284,LOD MGDG_16_0,9,103.56,0.224275416,FALSE
6285,LOD MGDG_16_0,9,104.15,0.242994875,FALSE
6286,LOD MGDG_16_0,10,0,0.010491494,FALSE
6287,LOD MGDG_16_0,10,0,0.010491494,FALSE
6288,LOD MGDG_16_0,10,2.47,0.007874508,FALSE
6289,LOD MGDG_16_0,10,2.47,0.007874508,FALSE
6290,LOD MGDG_16_0,10,3.07,0.007238803,FALSE
6291,LOD MGDG_16_0,10,3.07,0.007238803,FALSE
6292,LOD MGDG_16_0,10,3.68,0.006592502,FALSE
6293,LOD MGDG_16_0,10,4.27,0.005967392,FALSE
6294,LOD MGDG_16_0,10,4.87,0.005331687,FALSE
6295,LOD MGDG_16_0,10,4.87,0.005331687,FALSE
6296,LOD MGDG_16_0,10,5,0.005193951,FALSE
6297,LOD MGDG_16_0,10,5.49,0.008927587,FALSE
6298,LOD MGDG_16_0,10,5.49,0.008927587,FALSE
6299,LOD MGDG_16_0,10,5.49,0.008927587,FALSE
6300,LOD MGDG_16_0,10,5.49,0.008927587,FALSE
6301,LOD MGDG_16_0,10,6.1,0.013575584,FALSE
6302,LOD MGDG_16_0,10,6.7,0.018147385,FALSE
6303,LOD MGDG_16_0,10,7.31,0.022795382,FALSE
6304,LOD MGDG_16_0,10,7.91,0.027367182,FALSE
6305,LOD MGDG_16_0,10,9.76,0.041463566,FALSE
6306,LOD MGDG_16_0,10,10,0.043292286,FALSE
6307,LOD MGDG_16_0,10,11.61,0.112867835,FALSE
6308,LOD MGDG_16_0,10,12.22,0.139228757,FALSE
6309,LOD MGDG_16_0,10,12.22,0.139228757,FALSE
6310,LOD MGDG_16_0,10,12.22,0.139228757,FALSE
6311,LOD MGDG_16_0,10,12.83,0.165589679,FALSE
6312,LOD MGDG_16_0,10,13.43,0.191518455,FALSE
6313,LOD MGDG_16_0,10,14.03,0.217447231,FALSE
6314,LOD MGDG_16_0,10,15,0.259365419,FALSE
6315,LOD MGDG_16_0,10,15.24,0.249409474,FALSE
6316,LOD MGDG_16_0,10,15.83,0.224934444,FALSE
6317,LOD MGDG_16_0,10,20,0.051949909,FALSE
6318,LOD MGDG_16_0,10,21.04,0.044902613,FALSE
6319,LOD MGDG_16_0,10,21.64,0.040836866,FALSE
6320,LOD MGDG_16_0,10,22.24,0.036771118,FALSE
6321,LOD MGDG_16_0,10,22.24,0.036771118,FALSE
6322,LOD MGDG_16_0,10,22.24,0.036771118,FALSE
6323,LOD MGDG_16_0,10,22.24,0.036771118,FALSE
6324,LOD MGDG_16_0,10,23.45,0.028571861,FALSE
6325,LOD MGDG_16_0,10,23.45,0.028571861,FALSE
6326,LOD MGDG_16_0,10,24.06,0.024438351,FALSE
6327,LOD MGDG_16_0,10,24.06,0.024438351,FALSE
6328,LOD MGDG_16_0,10,24.66,0.020372603,FALSE
6329,LOD MGDG_16_0,10,25,0.018068679,FALSE
6330,LOD MGDG_16_0,10,25.25,0.017221283,FALSE
6331,LOD MGDG_16_0,10,25.25,0.017221283,FALSE
6332,LOD MGDG_16_0,10,25.86,0.015153635,FALSE
6333,LOD MGDG_16_0,10,25.86,0.015153635,FALSE
6334,LOD MGDG_16_0,10,27.08,0.011018339,FALSE
6335,LOD MGDG_16_0,10,27.08,0.011018339,FALSE
6336,LOD MGDG_16_0,10,28.28,0.006950835,FALSE
6337,LOD MGDG_16_0,10,28.28,0.006950835,FALSE
6338,LOD MGDG_16_0,10,28.88,0.004917083,FALSE
6339,LOD MGDG_16_0,10,30,0.001120747,FALSE
6340,LOD MGDG_16_0,10,30.1,0.001112191,FALSE
6341,LOD MGDG_16_0,10,30.1,0.001112191,FALSE
6342,LOD MGDG_16_0,10,30.7,0.001060857,FALSE
6343,LOD MGDG_16_0,10,30.7,0.001060857,FALSE
6344,LOD MGDG_16_0,10,30.7,0.001060857,FALSE
6345,LOD MGDG_16_0,11,0,0.351478704,FALSE
6346,LOD MGDG_16_0,11,0,0.351478704,FALSE
6347,LOD MGDG_16_0,11,1.83,0.240067265,FALSE
6348,LOD MGDG_16_0,11,2.43,0.203538924,FALSE
6349,LOD MGDG_16_0,11,4.26,0.092127486,FALSE
6350,LOD MGDG_16_0,11,4.26,0.092127486,FALSE
6351,LOD MGDG_16_0,11,4.26,0.092127486,FALSE
6352,LOD MGDG_16_0,11,4.26,0.092127486,FALSE
6353,LOD MGDG_16_0,11,4.26,0.092127486,FALSE
6354,LOD MGDG_16_0,11,4.26,0.092127486,FALSE
6355,LOD MGDG_16_0,11,4.86,0.055599145,FALSE
6356,LOD MGDG_16_0,11,5,0.047075866,FALSE
6357,LOD MGDG_16_0,11,5.46,0.056342141,FALSE
6358,LOD MGDG_16_0,11,5.46,0.056342141,FALSE
6359,LOD MGDG_16_0,11,6.67,0.080716473,FALSE
6360,LOD MGDG_16_0,11,7.26,0.092601478,FALSE
6361,LOD MGDG_16_0,11,7.86,0.104687924,FALSE
6362,LOD MGDG_16_0,11,8.45,0.116572929,FALSE
6363,LOD MGDG_16_0,11,9.66,0.140947262,FALSE
6364,LOD MGDG_16_0,11,10,0.147796248,FALSE
6365,LOD MGDG_16_0,11,10.25,0.178033041,FALSE
6366,LOD MGDG_16_0,11,10.85,0.250601345,FALSE
6367,LOD MGDG_16_0,11,10.85,0.250601345,FALSE
6368,LOD MGDG_16_0,11,10.85,0.250601345,FALSE
6369,LOD MGDG_16_0,11,10.85,0.250601345,FALSE
6370,LOD MGDG_16_0,11,11.44,0.321960176,FALSE
6371,LOD MGDG_16_0,11,12.04,0.39452848,FALSE
6372,LOD MGDG_16_0,11,12.63,0.465887312,FALSE
6373,LOD MGDG_16_0,11,13.23,0.538455615,FALSE
6374,LOD MGDG_16_0,11,13.82,0.609814447,FALSE
6375,LOD MGDG_16_0,11,15,0.752532111,FALSE
6376,LOD MGDG_16_0,11,15.65,0.74042649,FALSE
6377,LOD MGDG_16_0,11,18.12,0.694425129,FALSE
6378,LOD MGDG_16_0,11,18.12,0.694425129,FALSE
6379,LOD MGDG_16_0,11,18.73,0.683064469,FALSE
6380,LOD MGDG_16_0,11,19.34,0.67170381,FALSE
6381,LOD MGDG_16_0,11,19.34,0.67170381,FALSE
6382,LOD MGDG_16_0,11,19.34,0.67170381,FALSE
6383,LOD MGDG_16_0,11,20,0.659411948,FALSE
6384,LOD MGDG_16_0,11,23.29,0.912583492,FALSE
6385,LOD MGDG_16_0,11,23.92,0.961063149,FALSE
6386,LOD MGDG_16_0,11,23.92,0.961063149,FALSE
6387,LOD MGDG_16_0,11,23.92,0.961063149,FALSE
6388,LOD MGDG_16_0,11,23.92,0.961063149,FALSE
6389,LOD MGDG_16_0,11,24.52,1.007234251,FALSE
6390,LOD MGDG_16_0,11,25,1.044171133,FALSE
6391,LOD MGDG_16_0,11,30,0.698059324,FALSE
6392,LOD MGDG_16_0,11,35,0.268440916,FALSE
6393,LOD MGDG_16_0,11,36.51,0.202714687,FALSE
6394,LOD MGDG_16_0,11,36.51,0.202714687,FALSE
6395,LOD MGDG_16_0,11,36.51,0.202714687,FALSE
6396,LOD MGDG_16_0,11,38.34,0.123059721,FALSE
6397,LOD MGDG_16_0,11,38.34,0.123059721,FALSE
6398,LOD MGDG_16_0,11,38.94,0.096943339,FALSE
6399,LOD MGDG_16_0,11,39.54,0.070826956,FALSE
6400,LOD MGDG_16_0,11,40,0.050804397,FALSE
6401,LOD MGDG_16_0,11,40.13,0.056743124,FALSE
6402,LOD MGDG_16_0,11,42.6,0.169578944,FALSE
6403,LOD MGDG_16_0,11,43.21,0.19744528,FALSE
6404,LOD MGDG_16_0,11,43.21,0.19744528,FALSE
6405,LOD MGDG_16_0,11,44.41,0.252264302,FALSE
6406,LOD MGDG_16_0,11,44.41,0.252264302,FALSE
6407,LOD MGDG_16_0,11,45,0.279216988,FALSE
6408,LOD MGDG_16_0,11,45.63,0.247323338,FALSE
6409,LOD MGDG_16_0,11,45.63,0.247323338,FALSE
6410,LOD MGDG_16_0,11,46.23,0.216948432,FALSE
6411,LOD MGDG_16_0,11,46.23,0.216948432,FALSE
6412,LOD MGDG_16_0,11,46.23,0.216948432,FALSE
6413,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6414,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6415,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6416,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6417,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6418,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6419,LOD MGDG_16_0,11,46.83,0.186573527,FALSE
6420,LOD MGDG_16_0,11,48.66,0.093930066,FALSE
6421,LOD MGDG_16_0,11,50,0.026092777,FALSE
6422,LOD MGDG_16_0,11,55,0.023129493,FALSE
6423,LOD MGDG_16_0,11,60,0.212778201,FALSE
6424,LOD MGDG_16_0,11,62.65,0.213995304,FALSE
6425,LOD MGDG_16_0,11,62.65,0.213995304,FALSE
6426,LOD MGDG_16_0,11,63.26,0.214275467,FALSE
6427,LOD MGDG_16_0,11,63.26,0.214275467,FALSE
6428,LOD MGDG_16_0,11,63.26,0.214275467,FALSE
6429,LOD MGDG_16_0,11,63.86,0.214551037,FALSE
6430,LOD MGDG_16_0,11,65,0.215074621,FALSE
6431,LOD MGDG_16_0,11,65.08,0.217416522,FALSE
6432,LOD MGDG_16_0,11,65.08,0.217416522,FALSE
6433,LOD MGDG_16_0,11,65.69,0.235273519,FALSE
6434,LOD MGDG_16_0,11,65.69,0.235273519,FALSE
6435,LOD MGDG_16_0,11,65.69,0.235273519,FALSE
6436,LOD MGDG_16_0,11,65.69,0.235273519,FALSE
6437,LOD MGDG_16_0,11,66.29,0.252837778,FALSE
6438,LOD MGDG_16_0,11,68.15,0.307286982,FALSE
6439,LOD MGDG_16_0,11,69.43,0.344757401,FALSE
6440,LOD MGDG_16_0,11,69.43,0.344757401,FALSE
6441,LOD MGDG_18_2,1,0,0.600732411,FALSE
6442,LOD MGDG_18_2,1,0,0.600732411,FALSE
6443,LOD MGDG_18_2,1,2.63,0.806145749,FALSE
6444,LOD MGDG_18_2,1,2.63,0.806145749,FALSE
6445,LOD MGDG_18_2,1,2.63,0.806145749,FALSE
6446,LOD MGDG_18_2,1,2.63,0.806145749,FALSE
6447,LOD MGDG_18_2,1,3.23,0.853008108,FALSE
6448,LOD MGDG_18_2,1,3.82,0.899089427,FALSE
6449,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6450,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6451,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6452,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6453,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6454,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6455,LOD MGDG_18_2,1,4.43,0.946732825,FALSE
6456,LOD MGDG_18_2,1,5,0.991252065,FALSE
6457,LOD MGDG_18_2,1,5.02,0.989397044,FALSE
6458,LOD MGDG_18_2,1,5.62,0.933746391,FALSE
6459,LOD MGDG_18_2,1,7.45,0.764011901,FALSE
6460,LOD MGDG_18_2,1,8.04,0.709288759,FALSE
6461,LOD MGDG_18_2,1,9.25,0.597059943,FALSE
6462,LOD MGDG_18_2,1,10,0.527496628,FALSE
6463,LOD MGDG_18_2,1,11.08,0.472940133,FALSE
6464,LOD MGDG_18_2,1,11.67,0.443136122,FALSE
6465,LOD MGDG_18_2,1,12.27,0.412826959,FALSE
6466,LOD MGDG_18_2,1,12.86,0.383022948,FALSE
6467,LOD MGDG_18_2,1,13.46,0.352713784,FALSE
6468,LOD MGDG_18_2,1,14.66,0.292095457,FALSE
6469,LOD MGDG_18_2,1,15,0.274920265,FALSE
6470,LOD MGDG_18_2,1,20,0.032755587,FALSE
6471,LOD MGDG_18_2,1,21.46,0.050483295,FALSE
6472,LOD MGDG_18_2,1,22.07,0.057890077,FALSE
6473,LOD MGDG_18_2,1,22.68,0.065296859,FALSE
6474,LOD MGDG_18_2,1,23.29,0.072703641,FALSE
6475,LOD MGDG_18_2,1,25,0.093466915,FALSE
6476,LOD MGDG_18_2,1,25.17,0.098801512,FALSE
6477,LOD MGDG_18_2,1,25.78,0.117943301,FALSE
6478,LOD MGDG_18_2,1,28.31,0.197334653,FALSE
6479,LOD MGDG_18_2,1,28.91,0.216162642,FALSE
6480,LOD MGDG_18_2,1,28.91,0.216162642,FALSE
6481,LOD MGDG_18_2,1,29.52,0.235304431,FALSE
6482,LOD MGDG_18_2,1,30,0.250366822,FALSE
6483,LOD MGDG_18_2,1,30.13,0.24698714,FALSE
6484,LOD MGDG_18_2,1,32.01,0.198111738,FALSE
6485,LOD MGDG_18_2,1,33.26,0.165614795,FALSE
6486,LOD MGDG_18_2,1,35,0.12037905,FALSE
6487,LOD MGDG_18_2,1,35.14,0.117703473,FALSE
6488,LOD MGDG_18_2,1,35.75,0.106045599,FALSE
6489,LOD MGDG_18_2,2,0,0.098604463,FALSE
6490,LOD MGDG_18_2,2,0.6,0.090290142,FALSE
6491,LOD MGDG_18_2,2,1.8,0.073661499,FALSE
6492,LOD MGDG_18_2,2,2.4,0.065347178,FALSE
6493,LOD MGDG_18_2,2,2.4,0.065347178,FALSE
6494,LOD MGDG_18_2,2,2.4,0.065347178,FALSE
6495,LOD MGDG_18_2,2,2.4,0.065347178,FALSE
6496,LOD MGDG_18_2,2,3,0.057032857,FALSE
6497,LOD MGDG_18_2,2,3,0.057032857,FALSE
6498,LOD MGDG_18_2,2,3.6,0.048718535,FALSE
6499,LOD MGDG_18_2,2,3.6,0.048718535,FALSE
6500,LOD MGDG_18_2,2,4.22,0.04012707,FALSE
6501,LOD MGDG_18_2,2,5,0.029318452,FALSE
6502,LOD MGDG_18_2,2,5.44,0.050330754,FALSE
6503,LOD MGDG_18_2,2,9.29,0.234188392,FALSE
6504,LOD MGDG_18_2,2,9.89,0.26284153,FALSE
6505,LOD MGDG_18_2,2,10,0.268094605,FALSE
6506,LOD MGDG_18_2,2,10.5,0.243875116,FALSE
6507,LOD MGDG_18_2,2,10.5,0.243875116,FALSE
6508,LOD MGDG_18_2,2,10.5,0.243875116,FALSE
6509,LOD MGDG_18_2,2,10.5,0.243875116,FALSE
6510,LOD MGDG_18_2,2,11.09,0.215296119,FALSE
6511,LOD MGDG_18_2,2,12.92,0.126652788,FALSE
6512,LOD MGDG_18_2,2,15,0.025899712,FALSE
6513,LOD MGDG_18_2,2,15.39,0.044072237,FALSE
6514,LOD MGDG_18_2,2,16.6,0.10045366,FALSE
6515,LOD MGDG_18_2,2,17.8,0.156369121,FALSE
6516,LOD MGDG_18_2,2,18.4,0.184326852,FALSE
6517,LOD MGDG_18_2,2,19.62,0.241174237,FALSE
6518,LOD MGDG_18_2,2,19.62,0.241174237,FALSE
6519,LOD MGDG_18_2,2,20,0.2588808,FALSE
6520,LOD MGDG_18_2,2,22.09,0.270612127,FALSE
6521,LOD MGDG_18_2,2,22.68,0.273923841,FALSE
6522,LOD MGDG_18_2,2,23.28,0.277291686,FALSE
6523,LOD MGDG_18_2,2,23.87,0.2806034,FALSE
6524,LOD MGDG_18_2,2,24.47,0.283971245,FALSE
6525,LOD MGDG_18_2,2,24.47,0.283971245,FALSE
6526,LOD MGDG_18_2,2,25,0.286946175,FALSE
6527,LOD MGDG_18_2,2,25.07,0.290240665,FALSE
6528,LOD MGDG_18_2,2,25.07,0.290240665,FALSE
6529,LOD MGDG_18_2,2,26.28,0.347188286,FALSE
6530,LOD MGDG_18_2,2,26.28,0.347188286,FALSE
6531,LOD MGDG_18_2,2,26.88,0.375426775,FALSE
6532,LOD MGDG_18_2,2,27.48,0.403665264,FALSE
6533,LOD MGDG_18_2,2,28.08,0.431903753,FALSE
6534,LOD MGDG_18_2,2,28.08,0.431903753,FALSE
6535,LOD MGDG_18_2,2,28.67,0.459671601,FALSE
6536,LOD MGDG_18_2,2,28.67,0.459671601,FALSE
6537,LOD MGDG_18_2,2,29.28,0.488380732,FALSE
6538,LOD MGDG_18_2,2,29.28,0.488380732,FALSE
6539,LOD MGDG_18_2,2,30,0.522266919,FALSE
6540,LOD MGDG_18_2,2,30.48,0.621711571,FALSE
6541,LOD MGDG_18_2,2,30.48,0.621711571,FALSE
6542,LOD MGDG_18_2,2,30.48,0.621711571,FALSE
6543,LOD MGDG_18_2,2,30.48,0.621711571,FALSE
6544,LOD MGDG_18_2,2,31.08,0.746017387,FALSE
6545,LOD MGDG_18_2,2,32.29,0.99670078,FALSE
6546,LOD MGDG_18_2,2,32.29,0.99670078,FALSE
6547,LOD MGDG_18_2,2,32.29,0.99670078,FALSE
6548,LOD MGDG_18_2,2,32.89,1.121006596,FALSE
6549,LOD MGDG_18_2,2,33.49,1.245312411,FALSE
6550,LOD MGDG_18_2,2,34.08,1.367546462,FALSE
6551,LOD MGDG_18_2,2,34.08,1.367546462,FALSE
6552,LOD MGDG_18_2,2,34.69,1.493924041,FALSE
6553,LOD MGDG_18_2,2,35,1.558148712,FALSE
6554,LOD MGDG_18_2,2,35.29,1.50474235,FALSE
6555,LOD MGDG_18_2,2,35.88,1.396088028,FALSE
6556,LOD MGDG_18_2,2,36.48,1.285592106,FALSE
6557,LOD MGDG_18_2,2,36.48,1.285592106,FALSE
6558,LOD MGDG_18_2,2,37.09,1.173254586,FALSE
6559,LOD MGDG_18_2,2,38.94,0.832558829,FALSE
6560,LOD MGDG_18_2,2,39.54,0.722062908,FALSE
6561,LOD MGDG_18_2,2,40,0.637349368,FALSE
6562,LOD MGDG_18_2,2,40.14,0.63138219,FALSE
6563,LOD MGDG_18_2,2,40.73,0.606234797,FALSE
6564,LOD MGDG_18_2,2,41.33,0.580661177,FALSE
6565,LOD MGDG_18_2,2,42.53,0.529513938,FALSE
6566,LOD MGDG_18_2,2,43.16,0.502661637,FALSE
6567,LOD MGDG_18_2,2,43.16,0.502661637,FALSE
6568,LOD MGDG_18_2,2,44.36,0.451514397,FALSE
6569,LOD MGDG_18_2,2,44.96,0.425940777,FALSE
6570,LOD MGDG_18_2,2,44.96,0.425940777,FALSE
6571,LOD MGDG_18_2,2,45,0.424235869,FALSE
6572,LOD MGDG_18_2,2,45.56,0.473381197,FALSE
6573,LOD MGDG_18_2,2,45.56,0.473381197,FALSE
6574,LOD MGDG_18_2,2,46.16,0.526036905,FALSE
6575,LOD MGDG_18_2,2,46.16,0.526036905,FALSE
6576,LOD MGDG_18_2,2,46.16,0.526036905,FALSE
6577,LOD MGDG_18_2,2,46.76,0.578692613,FALSE
6578,LOD MGDG_18_2,2,47.36,0.631348321,FALSE
6579,LOD MGDG_18_2,2,47.97,0.684881624,FALSE
6580,LOD MGDG_18_2,2,47.97,0.684881624,FALSE
