,chr,pos (cM),LOD MGDG,LOD DGDG,LOD SQDG,LOD PG,LOD PEPI,LOD PC,LOD ratio
280,3,57.13,0.015657133,0.278346696,0.094886797,0.112897771,0.008666182,0.436435716,0.129710025
281,3,57.13,0.015657133,0.278346696,0.094886797,0.112897771,0.008666182,0.436435716,0.129710025
282,3,57.13,0.015657133,0.278346696,0.094886797,0.112897771,0.008666182,0.436435716,0.129710025
283,3,57.13,0.015657133,0.278346696,0.094886797,0.112897771,0.008666182,0.436435716,0.129710025
284,3,57.74,0.013999878,0.27794607,0.088678946,0.088973734,0.007768111,0.394629454,0.132595193
285,3,57.74,0.013999878,0.27794607,0.088678946,0.088973734,0.007768111,0.394629454,0.132595193
286,3,57.74,0.013999878,0.27794607,0.088678946,0.088973734,0.007768111,0.394629454,0.132595193
287,3,58.96,0.010685369,0.277144818,0.076263242,0.041125659,0.005971969,0.311016931,0.138365529
288,3,60,0.007859886,0.276461784,0.065679363,0.000337136,0.004440832,0.239740681,0.143284503
289,3,60.18,0.012480716,0.288847862,0.067183497,0.000331062,0.0042847,0.260501411,0.144481563
290,3,60.18,0.012480716,0.288847862,0.067183497,0.000331062,0.0042847,0.260501411,0.144481563
291,3,60.79,0.028140196,0.330822904,0.072280839,0.000310477,0.003755586,0.33085722,0.148538265
292,3,60.79,0.028140196,0.330822904,0.072280839,0.000310477,0.003755586,0.33085722,0.148538265
293,3,61.4,0.043799676,0.372797947,0.077378181,0.000289892,0.003226472,0.401213028,0.152594967
294,3,61.4,0.043799676,0.372797947,0.077378181,0.000289892,0.003226472,0.401213028,0.152594967
295,3,62.05,0.060486007,0.417525451,0.082809775,0.000267958,0.002662663,0.476182332,0.156917682
296,3,64.79,0.130825311,0.606069083,0.105706033,0.000175495,0.000285988,0.792206783,0.175139588
297,3,65,0.136216279,0.620519508,0.107460855,0.000168408,0.000103834,0.816427635,0.176536158
298,3,65.4,0.135012275,0.619395153,0.100970685,0.002578851,0.00055866,0.803747219,0.178265256
299,3,65.99,0.133236369,0.617736729,0.091397684,0.006134254,0.001229529,0.785043606,0.180815676
300,3,65.99,0.133236369,0.617736729,0.091397684,0.006134254,0.001229529,0.785043606,0.180815676
301,3,65.99,0.133236369,0.617736729,0.091397684,0.006134254,0.001229529,0.785043606,0.180815676
302,3,65.99,0.133236369,0.617736729,0.091397684,0.006134254,0.001229529,0.785043606,0.180815676
303,3,66.59,0.131430362,0.616050197,0.081662428,0.009749918,0.001911769,0.766022983,0.183409324
304,3,67.8,0.127788249,0.612649023,0.062029663,0.017041507,0.00328762,0.727664726,0.188639846
305,3,68.4,0.125982242,0.610962491,0.052294408,0.020657171,0.00396986,0.708644102,0.191233494
306,3,69,0.124176236,0.609275958,0.042559152,0.024272836,0.004652099,0.689623479,0.193827141
307,3,69,0.124176236,0.609275958,0.042559152,0.024272836,0.004652099,0.689623479,0.193827141
308,3,69.61,0.122340129,0.607561317,0.032661643,0.027948761,0.00534571,0.670285845,0.196464016
309,3,70,0.121166225,0.606465071,0.026333727,0.030298942,0.005789166,0.65792244,0.198149887
310,3,71.44,0.233158319,0.454528233,0.018873745,0.063941262,0.008636744,0.585559756,0.152333186
311,3,72.04,0.279821692,0.391221218,0.015765419,0.077958896,0.009823234,0.555408637,0.133242893
312,3,72.04,0.279821692,0.391221218,0.015765419,0.077958896,0.009823234,0.555408637,0.133242893
313,3,73.24,0.373148437,0.264607186,0.009548767,0.105994162,0.012196216,0.495106401,0.095062309
314,3,73.24,0.373148437,0.264607186,0.009548767,0.105994162,0.012196216,0.495106401,0.095062309
315,3,73.24,0.373148437,0.264607186,0.009548767,0.105994162,0.012196216,0.495106401,0.095062309
316,3,73.85,0.420589533,0.200245054,0.006388636,0.120245423,0.013402481,0.464452764,0.075653845
317,3,73.85,0.420589533,0.200245054,0.006388636,0.120245423,0.013402481,0.464452764,0.075653845
318,3,74.44,0.466475183,0.137993155,0.003332116,0.134029429,0.014569197,0.434804164,0.056881724
319,3,74.44,0.466475183,0.137993155,0.003332116,0.134029429,0.014569197,0.434804164,0.056881724
320,3,75,0.510027664,0.078906607,0.000431012,0.147112553,0.015676589,0.40666312,0.039064118
321,3,75.04,0.513676796,0.078572288,0.00076611,0.146400155,0.015740334,0.40440572,0.043593274
322,3,75.65,0.569326065,0.073473932,0.005876356,0.135536084,0.016712454,0.369980361,0.112662898
323,3,75.65,0.569326065,0.073473932,0.005876356,0.135536084,0.016712454,0.369980361,0.112662898
324,3,76.85,0.678800037,0.063444379,0.015929298,0.114164142,0.01862482,0.302258346,0.248537567
325,3,76.85,0.678800037,0.063444379,0.015929298,0.114164142,0.01862482,0.302258346,0.248537567
326,3,76.85,0.678800037,0.063444379,0.015929298,0.114164142,0.01862482,0.302258346,0.248537567
327,3,77.45,0.733537023,0.058429602,0.020955769,0.103478171,0.019581003,0.268397338,0.316474901
328,3,78.66,0.843923278,0.048316469,0.031092486,0.08192813,0.021509306,0.200110972,0.45348186
329,3,79.25,0.897747981,0.043385272,0.036035183,0.071420258,0.022449553,0.166814314,0.520286905
330,3,80,0.966169213,0.037116801,0.042318272,0.058062795,0.023644782,0.124488054,0.605208574
331,3,80.46,0.909390837,0.034216576,0.039620124,0.052721388,0.034647787,0.116208905,0.557965207
332,3,80.46,0.909390837,0.034216576,0.039620124,0.052721388,0.034647787,0.116208905,0.557965207
333,3,81.71,0.755101769,0.02633553,0.032288199,0.038206696,0.064547256,0.093711216,0.429586492
334,3,82.3,0.68227733,0.022615677,0.02882753,0.031355762,0.078659806,0.083092307,0.368991739
335,3,82.3,0.68227733,0.022615677,0.02882753,0.031355762,0.078659806,0.083092307,0.368991739
336,3,82.91,0.606984265,0.018769726,0.025249551,0.024272592,0.093250747,0.072113435,0.306342926
337,3,82.91,0.606984265,0.018769726,0.025249551,0.024272592,0.093250747,0.072113435,0.306342926
338,3,83.51,0.532925513,0.014986824,0.021730227,0.01730554,0.107602493,0.061314544,0.244721143
339,3,84.1,0.460101073,0.011266971,0.018269558,0.010454606,0.121715042,0.050695635,0.18412639
340,3,84.7,0.386042321,0.007484068,0.014750234,0.003487554,0.136066788,0.039896744,0.122504607
341,3,85,0.349012944,0.005592617,0.012990572,4.03E-06,0.143242661,0.034497299,0.091693715
342,3,85.29,0.341122497,0.008388831,0.025284641,0.000610265,0.136214111,0.034666699,0.097733521
343,3,87.12,0.291331051,0.026033905,0.102864456,0.004435832,0.091861542,0.035735671,0.135846775
344,3,90,0.212970743,0.053803202,0.22495728,0.010456396,0.022060778,0.037417987,0.195828291
345,3,90.29,0.21157222,0.050685527,0.216809587,0.011031459,0.035949479,0.035247765,0.189539093
346,3,91.51,0.205688781,0.037569794,0.182533084,0.013450689,0.09437781,0.026117867,0.163081087
347,3,92.73,0.199805342,0.024454061,0.148256582,0.01586992,0.152806141,0.016987969,0.136623081
348,3,93.34,0.196863622,0.017896194,0.13111833,0.017079535,0.182020306,0.01242302,0.123394078
349,3,93.94,0.193970128,0.011445833,0.114261034,0.01826932,0.210755551,0.007932906,0.110381945
350,3,94.54,0.191076633,0.004995473,0.097403737,0.019459105,0.239490795,0.003442792,0.097369811
351,3,95,0.188858287,5.02E-05,0.08447981,0.020371274,0.26152115,3.71E-07,0.087393841
352,3,95.14,0.187865117,0.000436986,0.08487317,0.021973317,0.260814616,0.002062251,0.085823638
353,3,96.36,0.179210353,0.003807579,0.088301018,0.035933976,0.25465768,0.02003006,0.072140435
354,3,100,0.15338794,0.013864105,0.09852837,0.07758709,0.236287805,0.073638933,0.031315141
355,3,101.65,0.232187849,0.013733969,0.091239666,0.110819844,0.318882588,0.139258503,0.061284802
356,3,103.48,0.319584111,0.013589637,0.08315583,0.147677989,0.41048771,0.212036571,0.094523881
357,3,105,0.392175542,0.013469755,0.076441387,0.178292404,0.486575025,0.272486113,0.122132296
358,3,110,0.67405219,0.038026651,0.157217574,0.064087945,0.66807706,0.136616137,0.512079288
359,3,110.18,0.671294128,0.0422766,0.156888878,0.077450484,0.677018559,0.131824479,0.51978087
360,3,110.78,0.662100587,0.056443097,0.155793221,0.121992281,0.706823555,0.115852288,0.54545281
361,3,112.61,0.634060286,0.099650913,0.15245147,0.257844759,0.797728792,0.067137105,0.623752228
362,3,114.46,0.605713534,0.143330945,0.149073197,0.395181965,0.88962753,0.017889516,0.702907376
363,3,114.46,0.605713534,0.143330945,0.149073197,0.395181965,0.88962753,0.017889516,0.702907376
364,3,115,0.597439347,0.156080792,0.148087106,0.435269582,0.916452026,0.003514544,0.726012122
365,3,116.29,0.749150992,0.194552654,0.118623565,0.371993247,1.066337882,0.0026215,0.880547683
366,3,116.89,0.819714547,0.212446543,0.104919592,0.342562394,1.136052233,0.00220613,0.952424688
367,3,116.89,0.819714547,0.212446543,0.104919592,0.342562394,1.136052233,0.00220613,0.952424688
368,3,116.89,0.819714547,0.212446543,0.104919592,0.342562394,1.136052233,0.00220613,0.952424688
369,3,118.75,1.03846157,0.267917598,0.062437277,0.251326749,1.352166723,0.000918484,1.175243404
370,3,118.75,1.03846157,0.267917598,0.062437277,0.251326749,1.352166723,0.000918484,1.175243404
371,3,119.34,1.107849067,0.285513256,0.048961704,0.22238641,1.420719168,0.000510038,1.245922459
372,3,120,1.185468978,0.305196534,0.033887334,0.190012471,1.497404955,5.31E-05,1.324987165
373,3,122.47,0.933728151,0.200911956,0.017850442,0.142914272,1.123026207,0.01061744,0.990241839
374,3,123.67,0.811424915,0.150247384,0.010059239,0.120032556,0.941141796,0.015749897,0.82761253
375,3,124.88,0.688102485,0.099160608,0.00220311,0.096960158,0.757741681,0.020925125,0.663627978
376,3,125,0.675872162,0.09409415,0.00142399,0.094671987,0.739553239,0.021438371,0.647365047
377,3,125.48,0.636891183,0.088836701,0.001527086,0.085919163,0.759996149,0.023119982,0.589845176
378,3,125.48,0.636891183,0.088836701,0.001527086,0.085919163,0.759996149,0.023119982,0.589845176
379,3,126.08,0.588164959,0.082264888,0.001655956,0.074978134,0.785549786,0.025221996,0.517945337
380,3,128.61,0.382702715,0.054553747,0.002199357,0.028843461,0.893300956,0.034085488,0.214767683
381,4,0,0.273262406,0.790452996,0.000717872,0.395707031,0.160346484,0.00051926,1.084175661
382,4,0,0.273262406,0.790452996,0.000717872,0.395707031,0.160346484,0.00051926,1.084175661
383,4,0.62,0.239640037,0.770120792,0.004695679,0.394349312,0.155780675,0.005262678,1.008062571
384,4,0.62,0.239640037,0.770120792,0.004695679,0.394349312,0.155780675,0.005262678,1.008062571
385,4,1.85,0.172937596,0.729784323,0.012587134,0.391655771,0.146722699,0.014673006,0.857064021
386,4,1.85,0.172937596,0.729784323,0.012587134,0.391655771,0.146722699,0.014673006,0.857064021
387,4,2.47,0.139315227,0.709452119,0.01656494,0.390298052,0.14215689,0.019416424,0.78095093
388,4,2.47,0.139315227,0.709452119,0.01656494,0.390298052,0.14215689,0.019416424,0.78095093
389,4,3.08,0.106235155,0.689447854,0.020478589,0.388962231,0.137664724,0.024083335,0.70606547
390,4,3.08,0.106235155,0.689447854,0.020478589,0.388962231,0.137664724,0.024083335,0.70606547
391,4,3.7,0.072612786,0.66911565,0.024456395,0.387604511,0.133098915,0.028826753,0.62995238
392,4,4.31,0.039532713,0.649111384,0.028370044,0.38626869,0.128606748,0.033493664,0.55506692
393,4,4.31,0.039532713,0.649111384,0.028370044,0.38626869,0.128606748,0.033493664,0.55506692
394,4,4.31,0.039532713,0.649111384,0.028370044,0.38626869,0.128606748,0.033493664,0.55506692
395,4,4.31,0.039532713,0.649111384,0.028370044,0.38626869,0.128606748,0.033493664,0.55506692
396,4,4.31,0.039532713,0.649111384,0.028370044,0.38626869,0.128606748,0.033493664,0.55506692
397,4,4.31,0.039532713,0.649111384,0.028370044,0.38626869,0.128606748,0.033493664,0.55506692
398,4,4.92,0.006452641,0.629107119,0.032283692,0.384932869,0.124114581,0.038160575,0.48018146
399,4,4.92,0.006452641,0.629107119,0.032283692,0.384932869,0.124114581,0.038160575,0.48018146
400,4,5,0.002114271,0.626483609,0.032796958,0.38475768,0.123525444,0.038772628,0.470360416
401,4,5.53,0.002852138,0.601660681,0.033169309,0.396205927,0.110949652,0.047561549,0.447596151
402,4,6.14,0.003701382,0.573090895,0.033597864,0.409382212,0.096475627,0.057677099,0.421395769
403,4,6.14,0.003701382,0.573090895,0.033597864,0.409382212,0.096475627,0.057677099,0.421395769
404,4,6.14,0.003701382,0.573090895,0.033597864,0.409382212,0.096475627,0.057677099,0.421395769
405,4,6.14,0.003701382,0.573090895,0.033597864,0.409382212,0.096475627,0.057677099,0.421395769
406,4,6.75,0.004550626,0.54452111,0.034026419,0.422558497,0.082001602,0.067792648,0.395195388
407,4,6.75,0.004550626,0.54452111,0.034026419,0.422558497,0.082001602,0.067792648,0.395195388
408,4,9.38,0.008212121,0.421343183,0.035874123,0.479367726,0.019597199,0.111405593,0.282233089
409,4,9.98,0.009047443,0.393241755,0.036295652,0.492328006,0.005360454,0.121355314,0.256462222
410,4,10,0.009075287,0.392305041,0.036309703,0.492760015,0.004885895,0.121686971,0.255603193
411,4,10.58,0.023393762,0.401388463,0.05356122,0.444853797,0.008623069,0.119413659,0.243508844
412,4,14.44,0.118685682,0.461840201,0.168373038,0.126029653,0.033494601,0.104284377,0.163018864
413,4,15,0.132510417,0.470610401,0.185029675,0.079775373,0.037102907,0.102089455,0.151341561
414,4,15.66,0.138995507,0.569201835,0.164597626,0.069692165,0.04358271,0.0891956,0.193627511
415,4,16.26,0.144891044,0.658830411,0.146023036,0.060525612,0.049473441,0.077473914,0.232069285
416,4,16.86,0.150786581,0.748458988,0.127448447,0.051359059,0.055364172,0.065752229,0.270511058
417,4,17.47,0.156780377,0.839581374,0.10856428,0.04203973,0.061353082,0.053835181,0.309593528
418,4,17.47,0.156780377,0.839581374,0.10856428,0.04203973,0.061353082,0.053835181,0.309593528
419,4,17.47,0.156780377,0.839581374,0.10856428,0.04203973,0.061353082,0.053835181,0.309593528
420,4,17.47,0.156780377,0.839581374,0.10856428,0.04203973,0.061353082,0.053835181,0.309593528
421,4,18.07,0.162675914,0.92920995,0.08998969,0.032873177,0.067243812,0.042113495,0.348035301
422,4,19.29,0.174663506,1.111454722,0.052221358,0.014234519,0.079221632,0.018279401,0.42620024
423,4,20,0.181639891,1.217515204,0.030241426,0.003387431,0.08619233,0.004408739,0.471689672
424,4,21.14,0.165990023,1.118551402,0.024445134,0.002626736,0.077176329,0.011292672,0.436963791
425,4,21.74,0.15775325,1.06646519,0.021394453,0.002226369,0.072431065,0.014915795,0.418687012
426,4,22.35,0.149379198,1.013510875,0.018292928,0.00181933,0.067606714,0.018599303,0.400105619
427,4,22.95,0.141142426,0.961424663,0.015242248,0.001418964,0.06286145,0.022222426,0.381828839
428,4,22.95,0.141142426,0.961424663,0.015242248,0.001418964,0.06286145,0.022222426,0.381828839
429,4,23.56,0.132768373,0.908470348,0.012140723,0.001011925,0.058037099,0.025905934,0.363247447
430,4,24.17,0.124394321,0.855516033,0.009039198,0.000604886,0.053212747,0.029589442,0.344666054
431,4,24.77,0.116157549,0.803429821,0.005988518,0.00020452,0.048467484,0.033212565,0.326389275
432,4,24.77,0.116157549,0.803429821,0.005988518,0.00020452,0.048467484,0.033212565,0.326389275
433,4,25,0.113000119,0.78346344,0.00481909,5.10E-05,0.046648466,0.034601429,0.319383176
434,4,25.97,0.165305508,0.66346704,0.003994064,0.001698737,0.070602877,0.030281283,0.257495986
435,4,25.97,0.165305508,0.66346704,0.003994064,0.001698737,0.070602877,0.030281283,0.257495986
436,4,25.97,0.165305508,0.66346704,0.003994064,0.001698737,0.070602877,0.030281283,0.257495986
437,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
438,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
439,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
440,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
441,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
442,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
443,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
444,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
445,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
446,4,26.58,0.198198588,0.588005386,0.003475233,0.002734914,0.085666992,0.027564489,0.218577237
447,4,27.19,0.231091668,0.512543732,0.002956402,0.003771091,0.100731106,0.024847696,0.179658488
448,4,27.19,0.231091668,0.512543732,0.002956402,0.003771091,0.100731106,0.024847696,0.179658488
449,4,27.19,0.231091668,0.512543732,0.002956402,0.003771091,0.100731106,0.024847696,0.179658488
450,4,27.19,0.231091668,0.512543732,0.002956402,0.003771091,0.100731106,0.024847696,0.179658488
451,4,28.41,0.296877828,0.361620424,0.00191874,0.005843445,0.130859335,0.01941411,0.101820991
452,4,28.41,0.296877828,0.361620424,0.00191874,0.005843445,0.130859335,0.01941411,0.101820991
453,4,28.41,0.296877828,0.361620424,0.00191874,0.005843445,0.130859335,0.01941411,0.101820991
454,4,29.01,0.329231677,0.287395847,0.001408414,0.006862635,0.145676497,0.016741855,0.063540255
455,4,29.01,0.329231677,0.287395847,0.001408414,0.006862635,0.145676497,0.016741855,0.063540255
456,4,30,0.382615528,0.164925294,0.000566377,0.008544299,0.170124814,0.012332633,0.00037704
457,4,31.48,0.611587402,0.117380251,0.006500942,0.015187997,0.152849384,0.013983978,0.130422311
458,4,31.48,0.611587402,0.117380251,0.006500942,0.015187997,0.152849384,0.013983978,0.130422311
459,4,32.08,0.704413838,0.098105234,0.008906847,0.017881388,0.145845831,0.014653442,0.183143367
460,4,32.68,0.797240273,0.078830217,0.011312752,0.020574779,0.138842278,0.015322907,0.235864423
461,4,33.27,0.888519602,0.05987645,0.013678558,0.023223281,0.131955451,0.015981213,0.287706794
462,4,33.87,0.981346037,0.040601432,0.016084463,0.025916672,0.124951898,0.016650677,0.34042785
463,4,34.47,1.074172472,0.021326415,0.018490368,0.028610063,0.117948345,0.017320142,0.393148906
464,4,34.47,1.074172472,0.021326415,0.018490368,0.028610063,0.117948345,0.017320142,0.393148906
465,4,35,1.156169157,0.00430015,0.020615584,0.030989225,0.111761874,0.017911502,0.439719172
466,4,35.07,1.149307988,0.004240775,0.020329036,0.031245512,0.114177722,0.017761329,0.436481844
467,4,37.54,0.90720674,0.002145708,0.010217972,0.040288761,0.199422639,0.012462387,0.322250409
468,4,37.54,0.90720674,0.002145708,0.010217972,0.040288761,0.199422639,0.012462387,0.322250409
469,4,38.16,0.846436387,0.00161982,0.007679972,0.042558726,0.220820149,0.011132288,0.293576932
470,4,38.76,0.787626367,0.001110897,0.005223843,0.044755467,0.241527417,0.009845096,0.265828405
471,4,38.76,0.787626367,0.001110897,0.005223843,0.044755467,0.241527417,0.009845096,0.265828405
472,4,39.38,0.726856013,0.000585009,0.002685844,0.047025432,0.262924926,0.008514997,0.237154928
473,4,39.38,0.726856013,0.000585009,0.002685844,0.047025432,0.262924926,0.008514997,0.237154928
474,4,39.38,0.726856013,0.000585009,0.002685844,0.047025432,0.262924926,0.008514997,0.237154928
475,4,39.98,0.668045994,7.61E-05,0.000229715,0.049222173,0.283632194,0.007227805,0.209406401
476,4,39.98,0.668045994,7.61E-05,0.000229715,0.049222173,0.283632194,0.007227805,0.209406401
477,4,39.98,0.668045994,7.61E-05,0.000229715,0.049222173,0.283632194,0.007227805,0.209406401
478,4,40,0.66608566,5.91E-05,0.000147844,0.049295397,0.284322436,0.007184898,0.20848145
479,4,40.57,0.666446745,0.001582822,0.006112668,0.044063929,0.286773959,0.009405903,0.201504219
480,4,40.57,0.666446745,0.001582822,0.006112668,0.044063929,0.286773959,0.009405903,0.201504219
481,4,41.18,0.666833169,0.003213449,0.012496076,0.03846534,0.28939752,0.011782767,0.194037357
482,4,41.78,0.667213259,0.004817345,0.018774837,0.032958531,0.291978071,0.014120666,0.186692902
483,4,42.38,0.667593348,0.00642124,0.025053599,0.027451722,0.294558622,0.016458566,0.179348448
484,4,44.88,0.669177055,0.013104137,0.051215107,0.004506686,0.305310918,0.026199813,0.148746554
485,4,45,0.669253073,0.013424916,0.05247086,0.003405324,0.305827028,0.026667392,0.147277664
486,4,46.73,0.604318615,0.011151241,0.050955184,0.021065955,0.492633196,0.020079273,0.135265369
487,4,47.33,0.581797994,0.010362683,0.050429516,0.027191029,0.557421463,0.017794376,0.131099256
488,4,47.93,0.559277373,0.009574125,0.049903849,0.033316104,0.622209729,0.015509479,0.126933142
489,4,50,0.48158123,0.006853601,0.048090295,0.05444761,0.845729248,0.007626584,0.112560051
490,4,51.05,0.421963775,0.013626236,0.038329206,0.053207447,0.869541962,0.010128754,0.093277293
491,4,52.26,0.353261756,0.021430893,0.027080713,0.051778307,0.896983281,0.013012207,0.07105621
492,4,52.26,0.353261756,0.021430893,0.027080713,0.051778307,0.896983281,0.013012207,0.07105621
493,4,52.26,0.353261756,0.021430893,0.027080713,0.051778307,0.896983281,0.013012207,0.07105621
494,4,52.87,0.318626853,0.025365472,0.021409985,0.051057831,0.910817334,0.014465848,0.059853846
495,4,54.09,0.249357049,0.033234629,0.010068529,0.04961688,0.93848544,0.017373131,0.037449118
496,4,54.09,0.249357049,0.033234629,0.010068529,0.04961688,0.93848544,0.017373131,0.037449118
497,4,54.71,0.214154361,0.03723371,0.004304838,0.048884593,0.95254628,0.018850603,0.026063109
498,4,55,0.197688588,0.039104247,0.001608919,0.048542072,0.959123125,0.019541679,0.020737395
499,4,55.31,0.198177012,0.057438415,0.00209893,0.052281637,0.938080947,0.027510226,0.020540136
500,4,55.31,0.198177012,0.057438415,0.00209893,0.052281637,0.938080947,0.027510226,0.020540136
501,4,55.91,0.19912235,0.0929239,0.00304734,0.059519505,0.89735415,0.042933222,0.020158345
502,4,59.04,0.204053864,0.278039849,0.007994879,0.097277048,0.684896024,0.12338985,0.018166667
503,4,59.04,0.204053864,0.278039849,0.007994879,0.097277048,0.684896024,0.12338985,0.018166667
504,4,59.04,0.204053864,0.278039849,0.007994879,0.097277048,0.684896024,0.12338985,0.018166667
505,4,59.04,0.204053864,0.278039849,0.007994879,0.097277048,0.684896024,0.12338985,0.018166667
506,4,59.64,0.204999202,0.313525335,0.008943289,0.104514916,0.644169227,0.138812846,0.017784875
507,4,60,0.205566404,0.334816626,0.009512335,0.108857636,0.619733149,0.148066643,0.0175558
508,4,60.23,0.196992532,0.335785313,0.011180497,0.115293032,0.617558697,0.148554505,0.022135822
509,4,60.23,0.196992532,0.335785313,0.011180497,0.115293032,0.617558697,0.148554505,0.022135822
510,4,60.83,0.174625907,0.338312324,0.015532224,0.132081021,0.611886214,0.149827187,0.034083706
511,4,60.83,0.174625907,0.338312324,0.015532224,0.132081021,0.611886214,0.149827187,0.034083706
512,4,61.43,0.152259283,0.340839335,0.01988395,0.148869009,0.606213731,0.151099869,0.046031589
513,4,62.02,0.130265436,0.343324229,0.024163148,0.165377198,0.600635789,0.15235134,0.057780341
514,4,62.02,0.130265436,0.343324229,0.024163148,0.165377198,0.600635789,0.15235134,0.057780341
515,4,63.24,0.084786633,0.348462484,0.033011658,0.199512776,0.589101741,0.154939128,0.082074371
516,4,63.24,0.084786633,0.348462484,0.033011658,0.199512776,0.589101741,0.154939128,0.082074371
517,4,64.45,0.039680607,0.353558623,0.04178764,0.233368553,0.577662233,0.157505704,0.106169269
518,4,64.45,0.039680607,0.353558623,0.04178764,0.233368553,0.577662233,0.157505704,0.106169269
519,5,0,0.001823714,0.055883953,0.117734856,0.131522254,0.057974808,0.002036138,0.052110437
520,5,0.63,0.008767821,0.077630244,0.103144183,0.123744222,0.056214493,0.003476734,0.055420365
521,5,0.63,0.008767821,0.077630244,0.103144183,0.123744222,0.056214493,0.003476734,0.055420365
522,5,1.24,0.01549148,0.098686177,0.089016706,0.116213111,0.054510061,0.004871597,0.058625215
523,5,5,0.056935674,0.228473567,0.001935862,0.069791837,0.044004052,0.013469441,0.078379701
524,5,5.79,0.049850923,0.250841081,0.010875954,0.097730658,0.038714525,0.01135982,0.098479441
525,5,5.79,0.049850923,0.250841081,0.010875954,0.097730658,0.038714525,0.01135982,0.098479441
526,5,5.79,0.049850923,0.250841081,0.010875954,0.097730658,0.038714525,0.01135982,0.098479441
527,5,8.96,0.021422239,0.340594269,0.046749489,0.209839599,0.01748946,0.002894634,0.179132829
528,5,10,0.012095478,0.37004011,0.058518724,0.246619819,0.010526032,0.000117412,0.205593246
529,5,10.17,0.01209103,0.366522558,0.056622885,0.238448415,0.011021031,0.005563841,0.2071325
530,5,11.37,0.012059627,0.341692776,0.04324049,0.180767918,0.014515143,0.044009223,0.21799782
531,5,11.97,0.012043926,0.329277886,0.036549293,0.151927669,0.016262198,0.063231914,0.223430481
532,5,15,0.011964634,0.266582687,0.002758746,0.006284412,0.025084829,0.160306505,0.250865415
533,5,15.1,0.012027351,0.261828211,0.002736127,0.006212638,0.024875092,0.15980779,0.246178186
534,5,15.1,0.012027351,0.261828211,0.002736127,0.006212638,0.024875092,0.15980779,0.246178186
535,5,15.7,0.012403653,0.233301353,0.002600413,0.00578199,0.023616669,0.156815505,0.218054814
536,5,16.29,0.012773683,0.205249944,0.00246696,0.005358519,0.02237922,0.153873091,0.190400166
537,5,16.89,0.013149984,0.176723086,0.002331246,0.004927871,0.021120797,0.150880806,0.162276794
538,5,17.48,0.013520014,0.148671676,0.002197794,0.004504401,0.019883348,0.147938392,0.134622145
539,5,18.08,0.013896316,0.120144819,0.00206208,0.004073753,0.018624925,0.144946107,0.106498774
540,5,20,0.015100481,0.028858875,0.001627795,0.00269568,0.014597971,0.135370795,0.016503985
541,5,21.21,0.011598498,0.022065886,0.001288937,0.017067026,0.021334454,0.118314034,0.013596029
542,5,21.8,0.009890919,0.018753601,0.001123708,0.024074542,0.024619185,0.109997101,0.0121781
543,5,25,0.000629476,0.00078867,0.000227554,0.062081407,0.042434676,0.064888313,0.004487638
544,5,25.61,0.000914409,0.014684228,0.001670222,0.070852712,0.05919446,0.072673723,0.00805734
545,5,26.81,0.001474933,0.042019753,0.004508255,0.088107739,0.092164528,0.087989283,0.015079706
546,5,29.94,0.002936965,0.113319913,0.011910793,0.1331146,0.178161455,0.127937369,0.033396376
547,5,30,0.002964992,0.114686689,0.012052695,0.133977351,0.179809958,0.128703147,0.033747494
548,5,31.15,0.012104731,0.152101552,0.028507563,0.185566934,0.216202275,0.126803503,0.035933738
549,5,31.74,0.016793814,0.171297004,0.036949625,0.212034634,0.234873116,0.125828903,0.037055376
550,5,31.74,0.016793814,0.171297004,0.036949625,0.212034634,0.234873116,0.125828903,0.037055376
551,5,31.74,0.016793814,0.171297004,0.036949625,0.212034634,0.234873116,0.125828903,0.037055376
552,5,32.35,0.02164185,0.191143148,0.04567786,0.239399543,0.254176867,0.124821266,0.038215035
553,5,32.95,0.026410409,0.210663946,0.054263008,0.266315848,0.273164162,0.123830148,0.039355684
554,5,32.95,0.026410409,0.210663946,0.054263008,0.266315848,0.273164162,0.123830148,0.039355684
555,5,33.56,0.031258445,0.230510091,0.062991242,0.293680757,0.292467913,0.122822511,0.040515344
556,5,33.56,0.031258445,0.230510091,0.062991242,0.293680757,0.292467913,0.122822511,0.040515344
557,5,34.16,0.036027004,0.250030889,0.071576391,0.320597062,0.311455209,0.121831393,0.041655993
558,5,34.77,0.04087504,0.269877033,0.080304625,0.347961971,0.33075896,0.120823756,0.042815653
559,5,34.77,0.04087504,0.269877033,0.080304625,0.347961971,0.33075896,0.120823756,0.042815653
